source_dataset,case_id,base_case_id,split_group,source_split,operation_id,axis,pp,pp0,llcoil,rrc,nncoil,rrce,zzc,fields_npz,structure_npz,coil_01_active,coil_01_r_center,coil_01_z_center,coil_01_width,coil_01_height,coil_02_active,coil_02_r_center,coil_02_z_center,coil_02_width,coil_02_height,coil_03_active,coil_03_r_center,coil_03_z_center,coil_03_width,coil_03_height,coil_04_active,coil_04_r_center,coil_04_z_center,coil_04_width,coil_04_height,coil_05_active,coil_05_r_center,coil_05_z_center,coil_05_width,coil_05_height,coil_06_active,coil_06_r_center,coil_06_z_center,coil_06_width,coil_06_height
legacy_stage4,case_g002_op05,case_g002,case_g002,train,op05,0.0,1298.352,0.030519,0.5543,3.7458,6.0,29.6998,0.9013,fields/case_g002_op05.npz,structure_features/case_g002_op05.npz,1.0,4.02295,15.17845,0.5543,0.5543,1.0,8.348616667,15.17845,0.5543,0.5543,1.0,12.67428333,15.17845,0.5543,0.5543,1.0,16.99995,15.17845,0.5543,0.5543,1.0,21.32561667,15.17845,0.5543,0.5543,1.0,25.65128333,15.17845,0.5543,0.5543
legacy_stage4,case_g002_op06,case_g002,case_g002,train,op06,0.0,540.079,0.045388,0.5543,3.7458,6.0,29.6998,0.9013,fields/case_g002_op06.npz,structure_features/case_g002_op06.npz,1.0,4.02295,15.17845,0.5543,0.5543,1.0,8.348616667,15.17845,0.5543,0.5543,1.0,12.67428333,15.17845,0.5543,0.5543,1.0,16.99995,15.17845,0.5543,0.5543,1.0,21.32561667,15.17845,0.5543,0.5543,1.0,25.65128333,15.17845,0.5543,0.5543
legacy_stage4,case_g003_op01,case_g003,case_g003,test,op01,0.0,2289.741,0.035203,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op01.npz,structure_features/case_g003_op01.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g003_op02,case_g003,case_g003,test,op02,0.0,1076.493,0.064528,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op02.npz,structure_features/case_g003_op02.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g003_op03,case_g003,case_g003,test,op03,0.0,2074.407,0.003524,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op03.npz,structure_features/case_g003_op03.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g003_op04,case_g003,case_g003,test,op04,0.0,2972.138,0.015613,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op04.npz,structure_features/case_g003_op04.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g003_op05,case_g003,case_g003,test,op05,0.0,1698.161,0.023815,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op05.npz,structure_features/case_g003_op05.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g003_op06,case_g003,case_g003,test,op06,0.0,802.001,0.006996,1.2392,5.0505,5.0,22.809,0.9599,fields/case_g003_op06.npz,structure_features/case_g003_op06.npz,1.0,5.6701,15.5795,1.2392,1.2392,1.0,9.2218,15.5795,1.2392,1.2392,1.0,12.7735,15.5795,1.2392,1.2392,1.0,16.3252,15.5795,1.2392,1.2392,1.0,19.8769,15.5795,1.2392,1.2392,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op01,case_g004,case_g004,val,op01,0.0,2746.254,0.029361,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op01.npz,structure_features/case_g004_op01.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op02,case_g004,case_g004,val,op02,0.0,2102.909,0.080753,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op02.npz,structure_features/case_g004_op02.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op03,case_g004,case_g004,val,op03,0.0,963.897,0.008853,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op03.npz,structure_features/case_g004_op03.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op04,case_g004,case_g004,val,op04,0.0,2325.093,0.052924,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op04.npz,structure_features/case_g004_op04.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op05,case_g004,case_g004,val,op05,0.0,765.905,0.00433,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op05.npz,structure_features/case_g004_op05.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g004_op06,case_g004,case_g004,val,op06,0.0,1696.586,0.01662,1.1281,9.5068,5.0,26.3024,3.9108,fields/case_g004_op06.npz,structure_features/case_g004_op06.npz,1.0,10.07085,18.47485,1.1281,1.1281,1.0,13.42997,18.47485,1.1281,1.1281,1.0,16.78909,18.47485,1.1281,1.1281,1.0,20.14821,18.47485,1.1281,1.1281,1.0,23.50733,18.47485,1.1281,1.1281,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op01,case_g005,case_g005,test,op01,0.0,957.798,0.019928,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op01.npz,structure_features/case_g005_op01.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op02,case_g005,case_g005,test,op02,0.0,2993.496,0.006443,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op02.npz,structure_features/case_g005_op02.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op03,case_g005,case_g005,test,op03,0.0,1686.36,0.063267,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op03.npz,structure_features/case_g005_op03.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op04,case_g005,case_g005,test,op04,0.0,785.996,0.004168,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op04.npz,structure_features/case_g005_op04.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op05,case_g005,case_g005,test,op05,0.0,1823.168,0.033453,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op05.npz,structure_features/case_g005_op05.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g005_op06,case_g005,case_g005,test,op06,0.0,2486.109,0.014636,1.0834,9.923,4.0,21.6876,2.1761,fields/case_g005_op06.npz,structure_features/case_g005_op06.npz,1.0,10.4647,16.7178,1.0834,1.0834,1.0,13.40585,16.7178,1.0834,1.0834,1.0,16.347,16.7178,1.0834,1.0834,1.0,19.28815,16.7178,1.0834,1.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g006_op01,case_g006,case_g006,val,op01,0.0,1651.974,0.014676,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op01.npz,structure_features/case_g006_op01.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g006_op02,case_g006,case_g006,val,op02,0.0,2097.135,0.003347,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op02.npz,structure_features/case_g006_op02.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g006_op03,case_g006,case_g006,val,op03,0.0,1226.853,0.006867,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op03.npz,structure_features/case_g006_op03.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g006_op04,case_g006,case_g006,val,op04,0.0,508.82,0.069336,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op04.npz,structure_features/case_g006_op04.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g006_op05,case_g006,case_g006,val,op05,0.0,2697.189,0.055361,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op05.npz,structure_features/case_g006_op05.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g006_op06,case_g006,case_g006,val,op06,0.0,2208.471,0.018586,1.1126,8.1527,6.0,28.7674,1.3607,fields/case_g006_op06.npz,structure_features/case_g006_op06.npz,1.0,8.709,15.917,1.1126,1.1126,1.0,12.14478333,15.917,1.1126,1.1126,1.0,15.58056667,15.917,1.1126,1.1126,1.0,19.01635,15.917,1.1126,1.1126,1.0,22.45213333,15.917,1.1126,1.1126,1.0,25.88791667,15.917,1.1126,1.1126
legacy_stage4,case_g007_op01,case_g007,case_g007,train,op01,0.0,2381.877,0.006287,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op01.npz,structure_features/case_g007_op01.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g007_op02,case_g007,case_g007,train,op02,0.0,544.984,0.020938,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op02.npz,structure_features/case_g007_op02.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g007_op03,case_g007,case_g007,train,op03,0.0,2720.752,0.004372,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op03.npz,structure_features/case_g007_op03.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g007_op04,case_g007,case_g007,train,op04,0.0,972.562,0.076489,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op04.npz,structure_features/case_g007_op04.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g007_op05,case_g007,case_g007,train,op05,0.0,1375.023,0.011913,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op05.npz,structure_features/case_g007_op05.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g007_op06,case_g007,case_g007,train,op06,0.0,2049.814,0.04898,1.4125,2.5678,5.0,28.4397,2.2672,fields/case_g007_op06.npz,structure_features/case_g007_op06.npz,1.0,3.27405,16.97345,1.4125,1.4125,1.0,8.44843,16.97345,1.4125,1.4125,1.0,13.62281,16.97345,1.4125,1.4125,1.0,18.79719,16.97345,1.4125,1.4125,1.0,23.97157,16.97345,1.4125,1.4125,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g008_op01,case_g008,case_g008,train,op01,0.0,2530.878,0.046163,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op01.npz,structure_features/case_g008_op01.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g008_op02,case_g008,case_g008,train,op02,0.0,2046.352,0.004025,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op02.npz,structure_features/case_g008_op02.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g008_op03,case_g008,case_g008,train,op03,0.0,994.497,0.010639,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op03.npz,structure_features/case_g008_op03.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g008_op04,case_g008,case_g008,train,op04,0.0,1577.991,0.086737,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op04.npz,structure_features/case_g008_op04.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g008_op05,case_g008,case_g008,train,op05,0.0,785.068,0.01938,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op05.npz,structure_features/case_g008_op05.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g008_op06,case_g008,case_g008,train,op06,0.0,2678.826,0.006554,1.3629,4.3377,6.0,21.6621,0.808,fields/case_g008_op06.npz,structure_features/case_g008_op06.npz,1.0,5.01915,15.48945,1.3629,1.3629,1.0,7.90655,15.48945,1.3629,1.3629,1.0,10.79395,15.48945,1.3629,1.3629,1.0,13.68135,15.48945,1.3629,1.3629,1.0,16.56875,15.48945,1.3629,1.3629,1.0,19.45615,15.48945,1.3629,1.3629
legacy_stage4,case_g009_op01,case_g009,case_g009,train,op01,0.0,2361.009,0.016339,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op01.npz,structure_features/case_g009_op01.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g009_op02,case_g009,case_g009,train,op02,0.0,1717.242,0.039051,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op02.npz,structure_features/case_g009_op02.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g009_op03,case_g009,case_g009,train,op03,0.0,534.195,0.004345,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op03.npz,structure_features/case_g009_op03.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g009_op04,case_g009,case_g009,train,op04,0.0,2655.26,0.083361,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op04.npz,structure_features/case_g009_op04.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g009_op05,case_g009,case_g009,train,op05,0.0,1769.027,0.030281,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op05.npz,structure_features/case_g009_op05.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g009_op06,case_g009,case_g009,train,op06,0.0,953.106,0.005715,0.7593,2.3979,6.0,22.0172,3.8181,fields/case_g009_op06.npz,structure_features/case_g009_op06.npz,1.0,2.77755,18.19775,0.7593,0.7593,1.0,6.047433333,18.19775,0.7593,0.7593,1.0,9.317316667,18.19775,0.7593,0.7593,1.0,12.5872,18.19775,0.7593,0.7593,1.0,15.85708333,18.19775,0.7593,0.7593,1.0,19.12696667,18.19775,0.7593,0.7593
legacy_stage4,case_g010_op01,case_g010,case_g010,train,op01,0.0,2609.697,0.012744,1.1905,5.6347,3.0,25.2853,0.6686,fields/case_g010_op01.npz,structure_features/case_g010_op01.npz,1.0,6.22995,15.26385,1.1905,1.1905,1.0,12.78015,15.26385,1.1905,1.1905,1.0,19.33035,15.26385,1.1905,1.1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_stage4,case_g010_op02,case_g010,case_g010,train,op02,0.0,1326.046,0.090886,1.1905,5.6347,3.0,25.2853,0.6686,fields/case_g010_op02.npz,structure_features/case_g010_op02.npz,1.0,6.22995,15.26385,1.1905,1.1905,1.0,12.78015,15.26385,1.1905,1.1905,1.0,19.33035,15.26385,1.1905,1.1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
